id;categoria;palabra;archivo_imagen;descripcion_actual;descripcion_ocr;descripcion_corregida
LSP-001045;verbos;ordenar;imagenes/verbos/revisar_pagina_172_tarjeta_04.png;;ORDENAR kev | Con las palmas paralelas y en posicién vertical realizar movimientos de izquierda a derecha.;
LSP-001046;verbos;pensar;imagenes/verbos/revisar_pagina_172_tarjeta_05.png;;Apoyar el dedo indice en la frente, con pequefios movimientos circulares.;Apoyar el dedo indice en la frente, con pequefios movimientos circulares.
LSP-001047;verbos;perder;imagenes/verbos/revisar_pagina_172_tarjeta_06.png;;[PERDER] (ley * ~ B. a => A. Y IE Tiene dos acepciones: Sefia A: Llevar el indice de la mano derecha al cuello y realizar un movimiento enérgico hacia abajo quedando la mano extendida. SefiaB: Con la cara palmar de las manos hacia arriba, y uniendo la yema de los dedos, realizar un movimiento hacia abajo soltando los dedos y separandolos.;
LSP-001048;verbos;quitar;imagenes/verbos/revisar_pagina_173_tarjeta_01.png;;Con la mano derecha extendida con la palma hacia abajo y en posicién horizontal, realizar un movimiento enérgico hacia arriba cerrando la mano. J;Con la mano derecha extendida con la palma hacia abajo y en posicién horizontal, realizar un movimiento enérgico hacia arriba cerrando la mano. J
LSP-001049;verbos;recordar;imagenes/verbos/revisar_pagina_173_tarjeta_02.png;;® (f fey worn io Pp dl ( ES 1. Apoyar el dedo pulgar de la mano derecha a la altura de la sien, los demas dedos flexionados sobre la palma. 2. Conun movimiento recto llevar la yema del pulgar derecho sobre la ufia del pulgar de la mano izquierda.;
LSP-001050;verbos;resbalar;imagenes/verbos/revisar_pagina_173_tarjeta_03.png;;RESBALAR Sa 1] Sobre la palma extendida de la mano izquierda deslizar en direccién alos dedos, la cara dorsal dela mano derecha cuyos dedos indice y medio estan extendidos, mientras los demas dedos se encuentran flexionados.;
LSP-001051;verbos;respetar;imagenes/verbos/revisar_pagina_173_tarjeta_04.png;;RESPETAR oe a @ =, Fa\ w (ON Ll — a \\ ) @ 1. Cruzarlos dedos indice y medio de ambas manos y llevarlos ala altura de la sien. 2. Desde esa posicién bajar ambas manos hacia adelante.;
LSP-001052;verbos;respirar;imagenes/verbos/revisar_pagina_173_tarjeta_05.png;;—: — > GB =e=_yp Colocar la mano derecha extendida delante de las fosas nasales, hacer un movimiento hacia arriba.;
LSP-001053;verbos;rezar;imagenes/verbos/revisar_pagina_173_tarjeta_06.png;;ha - 4 At = \ Con ambas manos juntas efectuar un movimiento suave de adentro hacia afuera.;
LSP-001054;verbos;robar;imagenes/verbos/revisar_pagina_174_tarjeta_01.png;;Configurar “R” con la mano derecha y realizar un movimiento semicircular hacia la izquierda.;
LSP-001055;verbos;romper;imagenes/verbos/revisar_pagina_174_tarjeta_02.png;;OA —-@ (7, \\ Ld \ vy \ ( ( ' ~ C : 1. Unir los pufios de ambas manos en posicién horizontal. 2. Separarlos girando las mufiecas con movimiento hacia los lados.;
LSP-001056;verbos;saber;imagenes/verbos/revisar_pagina_174_tarjeta_03.png;;= Ja 3 = 7 Llevar la palma de la mano derecha hacia la cabeza con pequefios movimientos hacia afuera.;
LSP-001057;verbos;salir;imagenes/verbos/revisar_pagina_174_tarjeta_04.png;;1. Colocar la mano derecha debajo de la palma izquierda. 2. Sacar la mano derecha con movimiento enérgico hacia atras.;1. Colocar la mano derecha debajo de la palma izquierda. 2. Sacar la mano derecha con movimiento enérgico hacia atras.
LSP-001058;verbos;saltar;imagenes/verbos/revisar_pagina_174_tarjeta_05.png;;a Con los dedos indice y medio de la mano derecha sobre palma de la mano izquierda, realizar movimientos (saltos) de abajo hacia arriba.;
LSP-001059;verbos;saludar;imagenes/verbos/revisar_pagina_174_tarjeta_06.png;;(gu 7 le in vy = Llevar hacia el lado derecho de la frente la mano con cuatro dedos extendidos y el pulgar flexionado hacia la palma y ejecutar un movimiento hacia adelante.;
LSP-001060;verbos;sentarse;imagenes/verbos/revisar_pagina_175_tarjeta_01.png;;ING Superponer los dedos indice y medio de la mano derecha sobre los mismos dedos de la mano izquierda, con un pequeho movimiento al hacer contacto.;
LSP-001061;verbos;sentir;imagenes/verbos/revisar_pagina_175_tarjeta_02.png;;— Le Z Llevar el dedo medio de la mano derecha a la altura % del pecho, los demas dedos extendidos y separados y realizar movimiento de adentro hacia afuera. Lo SS;
LSP-001062;verbos;separar;imagenes/verbos/revisar_pagina_175_tarjeta_03.png;;eT ‘ ‘ ws A.Colocar ambas manos con los dedos semiflexionados, frente a frente, realizar un movimiento de separaci6n de ambas. B. Colocar los dedos de ambas manos hacia abajo, separarlos con un movimiento.;
LSP-001063;verbos;servir;imagenes/verbos/revisar_pagina_175_tarjeta_04.png;;—_- LJ ~wT eR ° 4 < Con las palmas de ambas manos hacia arriba, ejecutar movimientos alternados hacia adelante y hacia atras.;
LSP-001064;verbos;significar;imagenes/verbos/revisar_pagina_175_tarjeta_05.png;;iS us \ \\ Le) . Se Apoyar los dedos indice y medio invertidos sobre la palma de la mano izquierda y realizar un movimiento giratorio completo.;
LSP-001065;verbos;sonreír;imagenes/verbos/revisar_pagina_175_tarjeta_06.png;;Llevar el dedo indice al lado derecho del labio superior y hacer un ligero movimiento hacia la derecha acompafiando con la expresi6n.;Llevar el dedo indice al lado derecho del labio superior y hacer un ligero movimiento hacia la derecha acompafiando con la expresi6n.
LSP-001066;verbos;soñar;imagenes/verbos/revisar_pagina_176_tarjeta_01.png;;= ™ mm N Apoyar el dedo indice de la mano derecha en la frente, realizar movimiento ondulatorio hacia adelante.;
LSP-001067;verbos;subir;imagenes/verbos/revisar_pagina_176_tarjeta_02.png;;—]* T= Colocar sobre el dorso de la mano izquierda los dedos indice y medio de la mano derecha, recorrer con movimientos hacia arriba.;
LSP-001068;verbos;sufrir;imagenes/verbos/revisar_pagina_176_tarjeta_03.png;;() ’ OY, /S aN Con los pulgares extendidos de ambas manos a la altura del corazon, realizar movimientos pequefios, acompanados de expresi6n de pena.;
LSP-001069;verbos;telefonear;imagenes/verbos/revisar_pagina_176_tarjeta_04.png;;EN a, BD 5 D- - — Colocar el dedo pulgar de la mano derecha en la oreja y el mefiique ala altura de los labios.;
LSP-001070;verbos;terminar;imagenes/verbos/revisar_pagina_176_tarjeta_05.png;;am ~ =_— ~ ~ Cruzar las manos extendidas en posici6n horizontal con las palmas hacia abajo, y separarlas hacia los lados.;
LSP-001071;verbos;tirar;imagenes/verbos/revisar_pagina_176_tarjeta_06.png;;GQ > Con el pufio de la mano derecha en posici6n vertical realizar un movimiento enérgico hacia adelante extendiendo la mano.;
LSP-001072;verbos;visitar;imagenes/verbos/revisar_pagina_177_tarjeta_01.png;;"a , nd On A ; iv v A yl o M wy aes \ Con los dedos indice y medio extendidos y separados de ambas manos, con el dorso hacia |/ afuera realizar movimientos independientes circulares hacia afuera.";
LSP-001073;verbos;vivir;imagenes/verbos/revisar_pagina_177_tarjeta_02.png;;Colocar los dedos flexionados de ambas manos excepto el pulgar a la altura del pecho. Desde esta posicion realizar un movimiento simultaneo de ambas manos hacia arriba. (;Colocar los dedos flexionados de ambas manos excepto el pulgar a la altura del pecho. Desde esta posicion realizar un movimiento simultaneo de ambas manos hacia arriba. (
LSP-001074;verbos;volar;imagenes/verbos/revisar_pagina_177_tarjeta_03.png;;, ( ’ Cos “4 o — a: — 2 —_ vl Ambos brazos flexionados a la altura del codo, las palmas hacia abajo, realizar movimiento de aletear con ambas manos.;
LSP-001075;verbos;votar;imagenes/verbos/revisar_pagina_177_tarjeta_04.png;;S. Introducir los dedos indice, medio, anular y mefique de la mano derecha, dentro de la mano izquierda semiflexionada.;
LSP-900001;padre_nuestro;Parte 01;imagenes/padre_nuestro/padre_nuestro_01.png;;a DL Sos aD) RY a;
LSP-900002;padre_nuestro;Parte 02;imagenes/padre_nuestro/padre_nuestro_02.png;;aU AY AK E> GBF ey WV ? i;
LSP-900003;padre_nuestro;Parte 03;imagenes/padre_nuestro/padre_nuestro_03.png;;"REIN e 5, e) y Vv; Vm x i";
LSP-900004;padre_nuestro;Parte 04;imagenes/padre_nuestro/padre_nuestro_04.png;;7}, & 8 Nd J ih See ee? V7;
LSP-900005;padre_nuestro;Parte 05;imagenes/padre_nuestro/padre_nuestro_05.png;;Asl EN LA TIERRA ® N RES — 3 : ) ieee @ sok?;
LSP-900006;padre_nuestro;Parte 06;imagenes/padre_nuestro/padre_nuestro_06.png;;COMO EN EL CIELO \& C i \ = S ® \;
LSP-900007;padre_nuestro;Parte 07;imagenes/padre_nuestro/padre_nuestro_07.png;;~ eS ( ont et jae z \ /;
LSP-900008;padre_nuestro;Parte 08;imagenes/padre_nuestro/padre_nuestro_08.png;;Y PERDONA NUESTRAS OFENSAS OS;
LSP-900009;padre_nuestro;Parte 09;imagenes/padre_nuestro/padre_nuestro_09.png;;NE NA;
LSP-900010;padre_nuestro;Parte 10;imagenes/padre_nuestro/padre_nuestro_10.png;;-: Ee as;
LSP-900011;padre_nuestro;Parte 11;imagenes/padre_nuestro/padre_nuestro_11.png;;07:00;
LSP-900012;padre_nuestro;Parte 12;imagenes/padre_nuestro/padre_nuestro_12.png;;8;
LSP-900013;padre_nuestro;Parte 13;imagenes/padre_nuestro/padre_nuestro_13.png;;"Y LIBRANOS DEL MAL A eo ~ Ae “A ; 6 ere ata :";
LSP-900014;padre_nuestro;Parte 14;imagenes/padre_nuestro/padre_nuestro_14.png;;| aa;
LSP-910001;ave_maria;Parte 01;imagenes/ave_maria/ave_maria_01.png;;Iss & &;
LSP-910002;ave_maria;Parte 02;imagenes/ave_maria/ave_maria_02.png;;"oN KA ; ‘";
LSP-910003;ave_maria;Parte 03;imagenes/ave_maria/ave_maria_03.png;;"ye. De A ; <f aS - = \";
LSP-910004;ave_maria;Parte 04;imagenes/ave_maria/ave_maria_04.png;;Y BLY;
LSP-910005;ave_maria;Parte 05;imagenes/ave_maria/ave_maria_05.png;;ENTRE TODAS LAS MUJERES NA wh,;
LSP-910006;ave_maria;Parte 06;imagenes/ave_maria/ave_maria_06.png;;Y BENDITO ES EL FRUTO t){ 4) at pa ) | “ SS Ah DY, Y Wet DD 7 8 r A;
LSP-910007;ave_maria;Parte 07;imagenes/ave_maria/ave_maria_07.png;;1 ee oo) A i—\\ S .. a.;
LSP-910008;ave_maria;Parte 08;imagenes/ave_maria/ave_maria_08.png;;OY Cag;
LSP-910009;ave_maria;Parte 09;imagenes/ave_maria/ave_maria_09.png;;— A;
LSP-910010;ave_maria;Parte 10;imagenes/ave_maria/ave_maria_10.png;;one axe ity a KS nn) GQ ape QS;
LSP-910011;ave_maria;Parte 11;imagenes/ave_maria/ave_maria_11.png;;| ae;
LSP-920001;himno_nacional;Parte 01;imagenes/himno_nacional/himno_nacional_01.png;;Py S We ten ay <---> aa |;
LSP-920002;himno_nacional;Parte 02;imagenes/himno_nacional/himno_nacional_02.png;;ANTES NIEGUE _ SUS LUCES EL SOL tos ne;
LSP-920003;himno_nacional;Parte 03;imagenes/himno_nacional/himno_nacional_03.png;;is: , REM ad i ! ‘ WAN | = S x) (i;
LSP-920004;himno_nacional;Parte 04;imagenes/himno_nacional/himno_nacional_04.png;;A mw fm Bf we bd UN ft \ —;
LSP-920005;himno_nacional;Parte 05;imagenes/himno_nacional/himno_nacional_05.png;;é & eA;
LSP-920006;himno_nacional;Parte 06;imagenes/himno_nacional/himno_nacional_06.png;;LOS ANDES SOSTENGAN i. oe, T Sy -;
LSP-920007;himno_nacional;Parte 07;imagenes/himno_nacional/himno_nacional_07.png;;@;
LSP-920008;himno_nacional;Parte 08;imagenes/himno_nacional/himno_nacional_08.png;;eh QC, aAAG;
LSP-920009;himno_nacional;Parte 09;imagenes/himno_nacional/himno_nacional_09.png;;® 8 @ A ~ ey, BOAT &;
LSP-920010;himno_nacional;Parte 10;imagenes/himno_nacional/himno_nacional_10.png;;Y 3 oy ‘\ ww ~~) as v i! E>;
LSP-920011;himno_nacional;Parte 11;imagenes/himno_nacional/himno_nacional_11.png;;(=) /, ° [A 2 \aiene 7 * 2 (Ay Ss \P ( =;
LSP-920012;himno_nacional;Parte 12;imagenes/himno_nacional/himno_nacional_12.png;;": A An & gi ; g Ach je —l etl""GwN ! /";
