id;categoria;palabra;archivo_imagen;descripcion_actual;descripcion_ocr;descripcion_corregida
LSP-000627;instituciones_y_lugares;fábrica;imagenes/instituciones_y_lugares/revisar_pagina_235_tarjeta_01.png;;Vg t \ > . yg SY 7 Entrelazar los dedos indice, medio, anular y mefique de ambas manos hacia adentro y realizar un movimiento de arriba hacia abajo.;
LSP-000628;instituciones_y_lugares;hospital;imagenes/instituciones_y_lugares/revisar_pagina_235_tarjeta_02.png;;HOSPITAL (_ Con los dedos indice y medio de la mano derecha dibujar una cruz sobre el brazo izquierdo.;
LSP-000629;instituciones_y_lugares;iglesia;imagenes/instituciones_y_lugares/revisar_pagina_235_tarjeta_03.png;;Configurar “Il” con la mano derecha apoyandola sobre el pufio de la mano izquierda con suaves golpes. >;
LSP-000630;instituciones_y_lugares;ministerio de educación;imagenes/instituciones_y_lugares/revisar_pagina_235_tarjeta_04.png;;MINISTERIO DE EDUCACION @ A V 1) / 4 7 a 1. Llevar la mano derecha configurando “M’” desde el hombro izquierdo hacia el lado derecho del tronco. 2. Configurar la sefia de libro.;
LSP-000631;instituciones_y_lugares;ministerio de trabajo;imagenes/instituciones_y_lugares/revisar_pagina_235_tarjeta_05.png;;MINISTERIO DE TRABAJO [> lS 6 . / / 7 4 1. Llevar la mano derecha configurando “M” desde el hombro izquierdo hacia el lado derecho del tronco. 2. Configurar la sefia de trabajo.;
LSP-000632;instituciones_y_lugares;municipalidad;imagenes/instituciones_y_lugares/revisar_pagina_235_tarjeta_06.png;;MUNICIPALIDAD —_o | = (oa) y) SS Con el dedo pulgar extendido de la mano derecha, realizar pequefios movimientos en el lado derecho del tronco.;
LSP-000633;instituciones_y_lugares;cina;imagenes/instituciones_y_lugares/revisar_pagina_236_tarjeta_01.png;;"@ ® ""7 o 1. Colocar la mano derecha en pufo, apoyada en la palma de la mano izquierda en posicion vertical. 2. Desplazar la mano hacia delante, extendiendo los dedos.";
LSP-000634;instituciones_y_lugares;circo;imagenes/instituciones_y_lugares/revisar_pagina_236_tarjeta_02.png;;® = $) & \ = 1. Sefiade payaso. 2. Unirlos indices y mefiques de ambas manos, los demas dedos flexionados con movimiento hacia abajo.;
LSP-000635;instituciones_y_lugares;colegio;imagenes/instituciones_y_lugares/revisar_pagina_236_tarjeta_03.png;;wh aC Oe Ww —- Configurar la sefa de libro y describir en esa posici6n un movimiento circular.;
LSP-000636;instituciones_y_lugares;correos;imagenes/instituciones_y_lugares/revisar_pagina_236_tarjeta_04.png;;CORREOS ® : y) 4, Y/ &e 1. Configurar la sefia de casa. 2. Llevar el pulgar derecho a los labios y con un movimiento apoyarlo sobre la palma izquierda.;
LSP-000637;instituciones_y_lugares;edificios;imagenes/instituciones_y_lugares/revisar_pagina_236_tarjeta_05.png;;ew 1. Apoyar palma mano derecha sobre dorso de la mano izquierda movimiento de superposicion alternando las manos (mano izquierda sobre derecha y asi sucesivamente). 2. Levantar las 2 manos con las palmas frente a frente.;
LSP-000638;instituciones_y_lugares;estadio;imagenes/instituciones_y_lugares/revisar_pagina_236_tarjeta_06.png;;oy, e Oy 2] ole 4 CIA ) ( ( Pea (Ce ( ~ _ Configurar “E” con ambas manos juntas con la cara palmar hacia afuera, hacer un movimiento circular hacia adelante separando las manos, uniéndolas y mostrando la cara dorsal de las manos.;
LSP-000639;instituciones_y_lugares;país;imagenes/instituciones_y_lugares/revisar_pagina_237_tarjeta_01.png;;aos. yi s\ 4 ‘ ’ ‘ t I a / oh , Nd [A Na ae Colocar la mano derecha configurando “P” alaaltura | ) de la parte exterior del antebrazo flexionado con un movimiento circular.;
LSP-000640;instituciones_y_lugares;restaurant;imagenes/instituciones_y_lugares/revisar_pagina_237_tarjeta_02.png;;RESTAURANT !) QD Gg @ 2) o @ ~~ 7 1. Colocar en el lado derecho de la boca la mano con los dedos indice medio superpuestos. 2. Girar a nivel de la mufieca y llevar la mano hacia el lado izquierdo de la boca.;
LSP-000641;instituciones_y_lugares;tienda;imagenes/instituciones_y_lugares/revisar_pagina_237_tarjeta_03.png;;TIENDA 0) 1. Configurar la sefia de casa. 2. Configurar la sefia del verbo vender.;
LSP-000642;instituciones_y_lugares;universidad;imagenes/instituciones_y_lugares/revisar_pagina_237_tarjeta_04.png;;UNIVERSIDAD Configurar “U” con la mano derecha llevarla hacia el lado izquierdo del tronco.;UNIVERSIDAD Configurar “U” con la mano derecha llevarla hacia el lado izquierdo del tronco.
LSP-000940;verbos;abandonar;imagenes/verbos/revisar_pagina_153_tarjeta_01.png;;Colocar los pufios de ambas manos frente a frente, realizar un movimiento amplio hacia la derecha y hacia abajo extendiendo las manos.;
LSP-000941;verbos;abrazar;imagenes/verbos/revisar_pagina_153_tarjeta_02.png;;ABRAZAR S g we iW) g XS Cruzar los antebrazos hacia los hombros con golpes suaves.;
LSP-000942;verbos;abrigar;imagenes/verbos/revisar_pagina_153_tarjeta_03.png;;-_ ~~ 7 ey N CRA _) SAL U- Brow - Con las manos en pufo describir un movimiento circular de atras hacia delante, cruzando los pufios.;
LSP-000943;verbos;abrir;imagenes/verbos/revisar_pagina_153_tarjeta_04.png;;ABRIR 1. Con ambas manos extendidas con las palmas frente a frente. 2. Realizar accion de abrir hacia los lados.;
LSP-000944;verbos;acariciar;imagenes/verbos/revisar_pagina_153_tarjeta_05.png;;ACARICIAR Mano derecha apoyada en el dorso de la mano izquierda, realizar movimientos suaves.;
LSP-000945;verbos;aceptar;imagenes/verbos/revisar_pagina_153_tarjeta_06.png;;ACEPTAR 5 Manos extendidas con las palmas hacia abajo, llevarlas hacia el pecho uniendo las yemas de los dedos.;
LSP-000946;verbos;arruinar;imagenes/verbos/revisar_pagina_156_tarjeta_01.png;;ARRUINAR ~~ —_ — “r | wm iS) (7) ® ° : 1. Colocar el pufio de la mano derecha en posicién vertical con pulgar hacia arriba. 2. Hacer un giro hacia abajo.;
LSP-000947;verbos;aterrizar;imagenes/verbos/revisar_pagina_156_tarjeta_02.png;;ATERRIZAR SS Configurar la sefia de avién con la mano derecha y deslizarlasobrela palma delamano izquierda.;
LSP-000948;verbos;aumentar;imagenes/verbos/revisar_pagina_156_tarjeta_03.png;;~ . Unir los dedos de la mano derecha, llevarlos en movimiento semicircular hacia la palma de la mano izquierda.;
LSP-000949;verbos;avergonzar;imagenes/verbos/revisar_pagina_156_tarjeta_04.png;;AVERGONZAR / “-N > = ad | @ / @ 1. Colocar los dedos pulgar e indice de la mano derecha en la barbilla. 2. Desde esa posicion realizar un movimiento hacia arriba.;
LSP-000950;verbos;ayudar;imagenes/verbos/revisar_pagina_156_tarjeta_05.png;;Configurar “A” con lamanoderecha sobre la palma de la mano izquierda, llevar ambas manos con movimiento con movimiento hacia adelante y hacia arriba.;
LSP-000951;verbos;bailar;imagenes/verbos/revisar_pagina_156_tarjeta_06.png;;BAILAR (= -“—~ FJ DD ee My \ ws Y/ \\ NN _ S;
LSP-000952;verbos;bañar;imagenes/verbos/revisar_pagina_157_tarjeta_01.png;;<7 & >» —Z ~~ Colocar ambas manos en pufio, Ilevarlas sobre el pechoy realizar movimientos de arriba hacia abajo.;
LSP-000953;verbos;barrer;imagenes/verbos/revisar_pagina_157_tarjeta_02.png;;BARRER ji hry) 0 | : ¢ so | tooeninttesmen te Lo SS;
LSP-000955;verbos;besar;imagenes/verbos/revisar_pagina_157_tarjeta_04.png;;= = p> & a > j j = SL Llevar hacia la mejilla la mano derecha con los dedos juntos.;
LSP-000956;verbos;borrar;imagenes/verbos/revisar_pagina_157_tarjeta_05.png;;#¿NOMBRE?;
LSP-000957;verbos;botar;imagenes/verbos/revisar_pagina_157_tarjeta_06.png;;0) x @ NX , o e v U 1. Colocar la mano derecha en pufo. 2. Realizarun movimiento hacia adelante, abriendo lamano.;
LSP-000958;verbos;buscar;imagenes/verbos/revisar_pagina_158_tarjeta_01.png;;a r SAP v.. —> o vee vey = o ( “ean mone jee Con los dedos semiflexionados de la mano derecha a la altura de los ojos, realizar movimientos circulares delante de la cara.;
LSP-000959;verbos;caer;imagenes/verbos/revisar_pagina_158_tarjeta_02.png;;YO 0) @ 1. Colocar sobre la palma izquierda los dedos indice y medio de la mano derecha formando una “V” invertida. 2. Desde esa posicién realizar un movimiento giratorio de los dedos sobre la palma izquierda.;
LSP-000960;verbos;calcular;imagenes/verbos/revisar_pagina_158_tarjeta_03.png;;4 +> Unir los indices de ambas manos, superponiéndolos alternadamente con movimiento hacia arriba y hacia abajo.;
LSP-000961;verbos;callar;imagenes/verbos/revisar_pagina_158_tarjeta_04.png;;"\ ; Llevar indice de la mano derecha a los labios e indicar actitud de silencio.";
LSP-000962;verbos;calmar;imagenes/verbos/revisar_pagina_158_tarjeta_05.png;;8 = ~ S| Con la mano derecha extendida apoyada en el pecho, realizar movimientos suaves de arriba hacia abajo.;
LSP-000963;verbos;cambiar;imagenes/verbos/revisar_pagina_158_tarjeta_06.png;;cf i) ( SZ CC y 1. Cruzar los pufios de ambas manos en posicién vertical. 2. Realizar un movimiento circular completo alternando los pufios.;
LSP-000964;verbos;caminar;imagenes/verbos/revisar_pagina_159_tarjeta_01.png;;Es Con los dedos indice y medio de la mano derecha simular la accidn de caminar sobre la palma de la mano izquierda.;Es Con los dedos indice y medio de la mano derecha simular la accidn de caminar sobre la palma de la mano izquierda.
LSP-000965;verbos;cantar;imagenes/verbos/revisar_pagina_159_tarjeta_02.png;;_, Xx bY ) ~ Llevar el pufio de la mano derecha a nivel de la boca yrealizarlaaccién de cantar. Lo SS;
LSP-000966;verbos;castigar;imagenes/verbos/revisar_pagina_159_tarjeta_03.png;;“—~ oa | C N =n Con la mano derecha en posici6n vertical, realizar un movimiento enérgico hacia abajo. >;
LSP-000967;verbos;cerrar;imagenes/verbos/revisar_pagina_159_tarjeta_04.png;;CERRAR Q@ @ uu - 1. Manos abiertas extendidas y separadas. 2. Realizar movimiento semicircular juntando las palmas.;
LSP-000968;verbos;chocar;imagenes/verbos/revisar_pagina_159_tarjeta_05.png;;C J)! XN XN Con ambos pufios ejecutar la accién de golpear .;
LSP-000969;verbos;clavar;imagenes/verbos/revisar_pagina_159_tarjeta_06.png;;CLAVAR )\ , a ~ ry ) i — Con ambas manos realizar accion de clavar un clavo.;
LSP-000970;verbos;cobrar;imagenes/verbos/revisar_pagina_160_tarjeta_01.png;;‘7 ~ \' N \ “ ~ Lf Realizar movimientos contactando las yemas de los dedos pulgar, indice y medio de la mano derecha, apoyandola sobre la palma de la mano izquierda.;
LSP-000971;verbos;cocinar;imagenes/verbos/revisar_pagina_160_tarjeta_02.png;;oN ss. 2? x ~« Con el pufio de la mano derecha realizar movimientos circulares sobre la mano izquierda semiflexionada.;
LSP-000972;verbos;coger;imagenes/verbos/revisar_pagina_160_tarjeta_03.png;;sS J | Con la mano derecha extendida hacer un movimiento hacia atras y cerrarla.;
LSP-000973;verbos;colgar;imagenes/verbos/revisar_pagina_160_tarjeta_04.png;;¢ SN ) ‘ Sobre el dedo indice y medio de la mano izquierda superponer el indice delamano derecha, en forma de ungancho.;
LSP-000974;verbos;comer;imagenes/verbos/revisar_pagina_160_tarjeta_05.png;;Juntar las yema de los dedos y llevarlas hacia la boca.;
LSP-000975;verbos;comprar;imagenes/verbos/revisar_pagina_160_tarjeta_06.png;;1. Sobre la palma de la mano izquierda extendida, colocar la mano derecha formando pufo. 2. Desde esta posicion realizar un movimiento hacia afuera extendiendo la mano.;
LSP-000976;verbos;comprender;imagenes/verbos/revisar_pagina_161_tarjeta_01.png;;COMPRENDER Con los dedos pulgar e indice de la mano derecha, hacer un movimiento separandolos a la altura de la sien.;
LSP-000977;verbos;confesar;imagenes/verbos/revisar_pagina_161_tarjeta_02.png;;by NN oy | Llevar ambas manos con los dedos juntos, a ambos lados de la boca.;
LSP-000978;verbos;conocer;imagenes/verbos/revisar_pagina_161_tarjeta_03.png;;LQ dO $A — —wy Llevar el indice derecho hacia el ojo derecho, con movimientos suaves de adentro hacia fuera.;
LSP-000979;verbos;continuar;imagenes/verbos/revisar_pagina_161_tarjeta_04.png;;Juntar los pulgares de ambas manos, los demas dedos flexionados. Desde esta posicién efectuar un movimiento hacia adelante.;
LSP-000980;verbos;copiar;imagenes/verbos/revisar_pagina_161_tarjeta_05.png;;@ 0) 1. Colocar la palma de la mano derecha_ sobre la izquierda extendida. 2. Deslizar la mano derecha y levantarla hacia arriba.;
LSP-000981;verbos;cortar;imagenes/verbos/revisar_pagina_161_tarjeta_06.png;;0) 4 ~) _— @ dd ~ ) 1. Colocar la mano derecha hacia adelante con los dedos indice y medio extendidos y separados. 2. Adelantar un poco la posicion de la mano y juntar ambos dedos simultaneamente.;
LSP-000982;verbos;coser;imagenes/verbos/revisar_pagina_162_tarjeta_01.png;;Unir la yema de los dedos indice y pulgar de la mano derecha, apoyarlos sobre la palma de la mano izquierda y realizar un movimiento semicircular hacia arriba.;Unir la yema de los dedos indice y pulgar de la mano derecha, apoyarlos sobre la palma de la mano izquierda y realizar un movimiento semicircular hacia arriba.
LSP-000983;verbos;crecer;imagenes/verbos/revisar_pagina_162_tarjeta_02.png;;Colocar la mano derecha extendida en posicion horizontal a la altura del ojo, llevarla hacia arriba.;Colocar la mano derecha extendida en posicion horizontal a la altura del ojo, llevarla hacia arriba.
LSP-000984;verbos;creer;imagenes/verbos/revisar_pagina_162_tarjeta_03.png;;0) (( 2 = @ 1. Llevar indice de la mano derecha ala frente. 2. Conun movimiento hacia abajo configurar “F” ala altura del tronco.;
LSP-000985;verbos;cruzar;imagenes/verbos/revisar_pagina_162_tarjeta_04.png;;@ bp (Ps SF 1. Colocar la mano izquierda horizontal y en posici6n inclinada. 2. Con la mano derecha en igual posicién cruzar por encima de la mano izquierda describiendo un movimiento semicircular.;
LSP-000986;verbos;curiosear;imagenes/verbos/revisar_pagina_162_tarjeta_05.png;;CURIOSEAR = => wan oe M27 yt Apoyar los dedos indice y medio de la mano derecha semiflexionados debajo de los ojos, y hacer un movimiento de izquierda a derecha, sin cambiar el punto de apoyo.;
LSP-000987;verbos;dar;imagenes/verbos/revisar_pagina_162_tarjeta_06.png;;Dirigir el pufio de la mano derecha, hacia adelante, abriendo la mano, quedando la palma hacia arriba.;
LSP-000988;verbos;decir;imagenes/verbos/revisar_pagina_163_tarjeta_01.png;;~ ES Apoyar el indice derecho debajo de labio inferior, los demas dedos flexionados y realizar un movimiento semicircular hacia adelante.;
LSP-000989;verbos;dejar;imagenes/verbos/revisar_pagina_163_tarjeta_02.png;;Con ambas manos a la altura del pecho, realizar un movimiento contundente hacia abajo. Lo SS;
LSP-000990;verbos;despertar;imagenes/verbos/revisar_pagina_163_tarjeta_03.png;;yy, S iP Or QRQ> Llevar a los ojos ambas manos con las yemas del indice y pulgar juntas. Con un movimiento simultaneo abrir los dedos sefalados. >;
LSP-000991;verbos;dibujar;imagenes/verbos/revisar_pagina_163_tarjeta_04.png;;DIBUJAR &, vou n oF i as, 7\ XO DU d Con indice extendido de la mano derecha, realizar sobre la mano izquierda un movimiento ondulatorio hacia abajo.;
LSP-000992;verbos;dialogar;imagenes/verbos/revisar_pagina_163_tarjeta_05.png;;". ; ¥ a Ce iQ ¢ Con ambos indices extendidos a la altura de los labios, realizar movimientos hacia delante y atras alternando las manos.";
LSP-000993;verbos;doler;imagenes/verbos/revisar_pagina_163_tarjeta_06.png;;Colocar la mano derecha con las yemas de los dedos pulgar y medio unidas. Separar los dedos con movimiento simultaneo acompafiando con expresion de dolor.;Colocar la mano derecha con las yemas de los dedos pulgar y medio unidas. Separar los dedos con movimiento simultaneo acompafiando con expresion de dolor.
LSP-000994;verbos;dormir;imagenes/verbos/revisar_pagina_164_tarjeta_01.png;;DORMIR TY P) \ ay | TZ Apoyar la mejilla derecha sobre las manos unidas.;
LSP-000995;verbos;empezar;imagenes/verbos/revisar_pagina_164_tarjeta_02.png;;Colocar el indice de la mano derecha entre los dedos indice y medio de la mano izquierda y hacer un movimiento de rotaci6n.;Colocar el indice de la mano derecha entre los dedos indice y medio de la mano izquierda y hacer un movimiento de rotaci6n.
LSP-000996;verbos;empujar;imagenes/verbos/revisar_pagina_164_tarjeta_03.png;;\ wie, ] eis ! Paw \ess Need *~,) oxy “-_, Con ambas manos extendidas y la palma hacia afuera, en posicion vertical, realizar un movimiento hacia adelante. (Accién de empujar).;
LSP-000997;verbos;enseñar;imagenes/verbos/revisar_pagina_164_tarjeta_04.png;;») % ¢ 4 Mano izquierda con los dedos flexionados excepto el pulgar en posici6n horizontal. Con el indice derecho semiflexionado los demas dedos flexionados, realizar pequefhos movimientos contactando la mufeca derecha con el borde radial dela mano izquierda.;
LSP-000998;verbos;entrar;imagenes/verbos/revisar_pagina_164_tarjeta_05.png;;Colocar la mano izquierda semiflexionada en posicion horizontal. La mano derecha pasa por debajo de la mano izquierda.;Colocar la mano izquierda semiflexionada en posicion horizontal. La mano derecha pasa por debajo de la mano izquierda.
LSP-000999;verbos;envolver;imagenes/verbos/revisar_pagina_164_tarjeta_06.png;;"ENVOLVER a (an) ES —=* y y —I1 1 A a ul Bowl ¥ a \"" Con ambas manos en posicion horizontal realizar un movimiento de rotacion completa.";
LSP-001000;verbos;equivocar;imagenes/verbos/revisar_pagina_165_tarjeta_01.png;;EQUIVOCAR qe = ~~ S <— Con el mefiique y pulgar extendidos, los demas dedos flexionados dirigir la mano hacia la barbilla apoyandose en ella con movimientos suaves.;
LSP-001001;verbos;escoger;imagenes/verbos/revisar_pagina_165_tarjeta_02.png;;WN ‘ XV | Con las yemas de los dedos indice y pulgar de la mano derecha separados, dirigirlos hacia adelante y luego unirlos con un movimiento de abajo hacia arriba.;
LSP-001002;verbos;escribir;imagenes/verbos/revisar_pagina_165_tarjeta_03.png;;"SiN? ; Co Pa a \ > Uniendo las yemas de los dedos indice y pulgar, apoyarlos sobre la palma de la mano izquierda con movimiento lateral de izquierda a derecha.";
LSP-001003;verbos;escuchar;imagenes/verbos/revisar_pagina_165_tarjeta_04.png;;—— mw” , a — (C )) ——a \ Colocar la mano derecha con los dedos semiflexionados en el pabellén de la oreja.;
LSP-001004;verbos;esperar;imagenes/verbos/revisar_pagina_165_tarjeta_05.png;;"<i) l; oy y) La palma izquierda extendida a la altura del hombro, y la mano derecha con la palma hacia arriba, a la altura del pecho realizar movimientos alternados de los dedos en ambas manos.";
LSP-001005;verbos;explicar;imagenes/verbos/revisar_pagina_165_tarjeta_06.png;;AL = ww 7 —>=> Con los dedos indice y pulgar juntos de ambas manos, hacer pequefos movimientos hacia delante y hacia atras sin separar los dedos.;
LSP-001006;verbos;firmar;imagenes/verbos/revisar_pagina_166_tarjeta_01.png;;a a a a a a a a a a ) y )) Uniendo las yemas del indice y pulgar de la mano derecha, sobre la palma de la mano izquierda, hacer un movimiento semicircular hacia abajo.;
LSP-001007;verbos;fumar;imagenes/verbos/revisar_pagina_166_tarjeta_02.png;;a) Dirigir los dedos indice y medio de la mano derecha hacia la boca y realizar movimientos hacia adelante sin separar los dedos.;a) Dirigir los dedos indice y medio de la mano derecha hacia la boca y realizar movimientos hacia adelante sin separar los dedos.
LSP-001008;verbos;ganar;imagenes/verbos/revisar_pagina_166_tarjeta_03.png;;——— -—_—«-€ wn <> (h \4 — ! \ — Con pulgar de la mano derecha extendido en posicién vertical realizar un movimiento circular hacia arriba.;
LSP-001009;verbos;gastar;imagenes/verbos/revisar_pagina_166_tarjeta_04.png;;@ SCT 1.Apoyar la mano derecha con los dedos flexionados excepto el pulgar, sobre la palma izquierda extendida. 2. Llevar la mano derecha hacia afuera describiendo un semicirculo.;
LSP-001010;verbos;golpear;imagenes/verbos/revisar_pagina_166_tarjeta_05.png;;GOLPEAR ‘ utr 3 SIN TA >) N ) Con el pufio de la mano derecha, golpear sobre la palma dela mano izquierda.;
LSP-001011;verbos;guardar;imagenes/verbos/revisar_pagina_166_tarjeta_06.png;;GUARDAR =._— . . AS VN . \\ \. \ AN ——— COD) I ‘ @ iD > S Colocar ambas manos extendidas con las palmas hacia abajo. Pasar la mano derecha por debajo de la palma izquierda.;
LSP-001012;verbos;gustar;imagenes/verbos/revisar_pagina_167_tarjeta_01.png;;wy Con los dedos pulgar e indice de la mano derecha en el cuello, realizar movimientos suaves hacia adelante.;
LSP-001013;verbos;intercambiar;imagenes/verbos/revisar_pagina_167_tarjeta_02.png;;"INTERCAMBIAR o> <-""s, ¢ 1. Con los dedos indices extendidos ,los demas dedos flexionados en la palma. Ambas manos separadas mostrando el dorso. 2. Realizar movimientos semicirculares cruzando las manos.";
LSP-001014;verbos;inventar;imagenes/verbos/revisar_pagina_167_tarjeta_03.png;;— Q) Q Colocar a la altura de la frente la mano derecha con el pulgar flexionado sobre la palma y los demas dedos extendidos. Desde esta posicién realizar un movimiento semicircular hacia adelante. >;
LSP-001015;verbos;jugar;imagenes/verbos/revisar_pagina_167_tarjeta_04.png;;Con los dedos pulgar y mefique extendidos, los demas dedos flexionados sobre la palma en ambas manos, realizar movimientos alternados subiendo y bajando.;
LSP-001016;verbos;lavar;imagenes/verbos/revisar_pagina_167_tarjeta_05.png;;LAVAR Con los dedos flexionados, excepto los pulgares efectuar movimientos de fricci6n con ambas manos a nivel de la segunda y tercera falanges de los dedos.;
LSP-001017;verbos;leer;imagenes/verbos/revisar_pagina_167_tarjeta_06.png;;@ Colocar las yemas de los dedos indice y medio de la mano derecha separados en la palma de la mano izquierda, y realizar movimientos de izquierda a derecha.;
LSP-001018;verbos;limpiar;imagenes/verbos/revisar_pagina_168_tarjeta_01.png;;~ cw \ \ Sy @ Con los dedos flexionados excepto el pulgar de la mano derecha, realizar movimientos circulares.;
LSP-001019;verbos;llegar;imagenes/verbos/revisar_pagina_168_tarjeta_02.png;;eS, S \ a Breil 1. Dedo indice de la mano derecha en posicién vertical. 2. Realizar movimiento hacia la izquierda quedando el dedo indice hacia abajo.;
LSP-001020;verbos;llevar;imagenes/verbos/revisar_pagina_168_tarjeta_03.png;;ed Palmas de ambas manos dirigidas hacia arriba en posicién horizontal realizar un movimiento coordinado hacia la derecha.;
LSP-001021;verbos;llorar;imagenes/verbos/revisar_pagina_168_tarjeta_04.png;;LLORAR /E Con el dedo indice flexionado contactando con el pulgar extendido y los demas dedos flexionados sobre la palma, a la altura del ojo derecho, realizar un movimiento pequefio hacia abajo en la mejilla. Acompafniar con la expresion.;
LSP-001022;verbos;llover;imagenes/verbos/revisar_pagina_168_tarjeta_05.png;;A Colocar la mano derecha con la palma hacia abajo, los dedos semiflexionados y separados, efectuar movimientos cortos de arriba-abajo.;
LSP-001023;verbos;mandar;imagenes/verbos/revisar_pagina_168_tarjeta_06.png;;| eo 7 a re | © Llevar el dedo indice extendido de la mano derecha hacia el hombro izquierdo y bajarlo enérgicamente hacia la derecha.;
LSP-001024;verbos;manejar;imagenes/verbos/revisar_pagina_169_tarjeta_01.png;;otter o Ss SS q\ © ¢ Se PS See e* Con ambas manos separadas en pufo realizar movimientos circulares.;
LSP-001025;verbos;marearse;imagenes/verbos/revisar_pagina_169_tarjeta_02.png;;MAREARSE “Oy f , LN ~ Llevar el indice de la mano derecha hacia la frente con pequefio movimiento circular. Lo SS;
LSP-001026;verbos;medir;imagenes/verbos/revisar_pagina_169_tarjeta_03.png;;) o™ ~ = Unir las yemas de los dedos indice y pulgar de ambas manos, los otros dedos flexionados sobre la palma y separar las manos hacia los lados. >;
LSP-001027;verbos;memorizar;imagenes/verbos/revisar_pagina_169_tarjeta_04.png;;MEMORIZAR as Llevar el pulgar de la mano derecha hacia la sien derecha y ejecutar un movimiento semicircular.;
LSP-001028;verbos;montar;imagenes/verbos/revisar_pagina_169_tarjeta_05.png;;\L Superponer los dedos medio e indice extendidos y separados de la mano derecha sobre los dedos indice, medio, anular y mefique de la mano izquierda extendida.;
LSP-001029;verbos;morder;imagenes/verbos/revisar_pagina_169_tarjeta_06.png;;MORDER 4 nt a (Y) — ~ g-l | / @ ot 5 Con la mano derecha semiflexionada coger una porcion del borde radial de la mano derecha.;
LSP-001030;verbos;morir;imagenes/verbos/revisar_pagina_170_tarjeta_01.png;;® a4 yy ’ Ve >D{K\E ° \ G 1. Ambas manos en posicién horizontal, mano derecha mostrando la palma y la izquierda el dorso. 2. Girar ambas manos a la altura de las mufecas invirtiendo la posicion descrita.;
LSP-001031;verbos;multiplicar;imagenes/verbos/revisar_pagina_170_tarjeta_02.png;;Cruzar ambos dedos indices formando una “X”.;
LSP-001032;verbos;nacer;imagenes/verbos/revisar_pagina_170_tarjeta_03.png;;Con ambas manos en posicion vertical y paralelas a la altura del vientre, realizar un movimiento pequeho hacia abajo y hacia adelante.;Con ambas manos en posicion vertical y paralelas a la altura del vientre, realizar un movimiento pequeho hacia abajo y hacia adelante.
LSP-001033;verbos;necesitar;imagenes/verbos/revisar_pagina_170_tarjeta_04.png;;“ : aN a Con el dedo indice semiflexionado, los demas dedos flexionados sobre la palma, ejecutar un rapido movimiento hacia adelante a nivel de la mufieca.;
LSP-001034;verbos;obedecer;imagenes/verbos/revisar_pagina_170_tarjeta_05.png;;1. Llevar a la frente las dos manos con los dedos juntos. 2. Bajar ambas manos con movimiento simultaneo, quedando las palmas hacia arriba.;1. Llevar a la frente las dos manos con los dedos juntos. 2. Bajar ambas manos con movimiento simultaneo, quedando las palmas hacia arriba.
LSP-001035;verbos;obligar;imagenes/verbos/revisar_pagina_170_tarjeta_06.png;;OBLIGAR ——> : N“ Ss y) ——S Colocar ambas manos, con los dedos flexionados excepto el pulgar. Ejecutar con fuerza un movimiento hacia adelante.;
LSP-001036;verbos;perseguir;imagenes/verbos/revisar_pagina_171_tarjeta_01.png;;——S> — SY t) Con ambas manos con dedos flexionados excepto el pulgar que va extendido, la mano izquierda delante de la derecha, avanzar coordinadamente hacia adelante.;
LSP-001037;verbos;perdonar;imagenes/verbos/revisar_pagina_171_tarjeta_02.png;;“a Los indice, medio, anular y mefiique de la mano derecha haciendo contacto con los mismos dedos de la izquierda a nivel de las yemas, realizar movimientos suaves hacia la derecha.;
LSP-001038;verbos;pintar;imagenes/verbos/revisar_pagina_171_tarjeta_03.png;;0 jon 4 vill ! / / ) ' to : y) i) u ‘ J | j / ) | 4 . “| ry Con la mano derecha extendida en posici6n vertical con la palma hacia afuera, realizar movimientos hacia abajo y hacia arriba.;
LSP-001039;verbos;planchar;imagenes/verbos/revisar_pagina_171_tarjeta_04.png;;Con los dedos flexionados de la mano derecha excepto el pulgar, sobre palma de la mano izquierda, realizar movimientos de izquierda a derecha.;Con los dedos flexionados de la mano derecha excepto el pulgar, sobre palma de la mano izquierda, realizar movimientos de izquierda a derecha.
LSP-001040;verbos;practicar;imagenes/verbos/revisar_pagina_171_tarjeta_05.png;;PRACTICAR YN Frotar el dedo indice izquierdo extendido en posicién horizontal, con los dedos flexionados de la mano derecha excepto el pulgar con movimientos de izquierda a derecha.;
LSP-001041;verbos;querer;imagenes/verbos/revisar_pagina_171_tarjeta_06.png;;— y a ’ Colocar los brazos extendidos hacia adelante con las palmas hacia arriba y los dedos semiflexionados y realizar un movimiento hacia el tronco flexionando ambos brazos.;
LSP-001042;verbos;observar;imagenes/verbos/revisar_pagina_172_tarjeta_01.png;;OBSERVAR | ~ Colocar los dedos indice y medio a la altura de los ojos y efectuar un movimiento hacia adelante.;
LSP-001043;verbos;olvidar;imagenes/verbos/revisar_pagina_172_tarjeta_02.png;;A) a) v4 <4 28 v! =p —, s a a Ue. ° > =—_ Apoyando la yemas de los dedos de la mano derecha sobre la frente, realizar un movimiento de izquierda a derecha.;
LSP-001044;verbos;operar;imagenes/verbos/revisar_pagina_172_tarjeta_03.png;;, ) e y ,¢@ Dedo pulgar de la mano derecha sobre palma dela mano izquierda, realizar movimiento perpendicular de arriba hacia abajo.;
